user_id,item_id,item_type,action,rating_score,time_spent_seconds,device,difficulty_level,tags,timestamp,course_category,course_level,course_topic
U0186,I0044,course,started,,774,web,medium,Statistics,2025-05-04 05:40:04,Math,Intermediate,Linear Algebra
U0090,I0089,assignment,attempted,2.0,304,mobile,medium,Electronics,2025-03-14 11:52:34,Python,Basic,Variables and Data Types
U0077,I0036,quiz,started,,1964,web,hard,Math,2025-03-15 02:04:44,Math,Basic,Number Systems and Arithmetic
U0120,I0079,course,completed,1.0,1719,web,easy,Python,2025-11-07 01:14:40,Electronics,Intermediate,Microcontrollers and Programming
U0029,I0089,reading,attempted,3.0,805,web,hard,Python,2025-03-28 02:36:14,Math,Intermediate,Linear Algebra
U0093,I0082,video,attempted,3.0,1466,web,medium,Python,2025-02-13 00:24:08,Math,Basic,Algebra Fundamentals
U0009,I0080,reading,skipped,,0,mobile,medium,Statistics,2025-07-26 08:00:47,Statistics,Basic,Descriptive Statistics
U0179,I0074,assignment,started,,95,mobile,hard,Python,2025-09-18 19:26:49,AI,Basic,Introduction to AI Concepts
U0041,I0082,course,started,,1838,mobile,medium,Electronics,2025-09-27 01:55:38,Robotics,Intermediate,Control Systems
U0196,I0126,quiz,started,,1904,web,hard,Electronics,2025-02-27 17:42:37,Electronics,Intermediate,Digital Electronics
U0057,I0115,video,started,,1015,mobile,easy,Robotics,2025-12-02 16:34:13,Math,Basic,Number Systems and Arithmetic
U0168,I0115,reading,started,,29,mobile,medium,Data Science,2025-04-14 16:03:50,AI,Intermediate,Machine Learning Algorithms
U0110,I0094,course,viewed,,1728,web,hard,Data Science,2025-08-17 19:35:03,Math,Intermediate,Linear Algebra
U0137,I0100,reading,attempted,5.0,408,web,easy,Python,2025-05-28 22:01:13,Python,Basic,Introduction to Python
U0024,I0060,video,started,,97,web,easy,Data Science,2025-11-16 15:54:42,Statistics,Intermediate,Probability Distributions
U0171,I0142,quiz,started,,1377,web,medium,Electronics,2025-01-20 15:15:03,Electronics,Basic,Basic Circuit Components
U0090,I0056,video,skipped,,0,mobile,hard,Electronics,2025-01-08 01:13:55,Python,Basic,Control Flow and Loops
U0048,I0082,reading,completed,2.0,208,mobile,easy,Python,2025-03-18 22:12:31,AI,Intermediate,Neural Networks Basics
U0131,I0034,quiz,started,,826,web,medium,Data Science,2025-05-23 03:12:36,Python,Basic,Variables and Data Types
U0010,I0013,quiz,completed,5.0,608,mobile,easy,AI,2025-09-18 02:42:55,AI,Intermediate,Neural Networks Basics
U0125,I0102,course,skipped,,0,web,easy,AI,2025-05-12 10:44:29,AI,Basic,Introduction to AI Concepts
U0102,I0142,video,viewed,,1650,web,easy,Statistics,2025-03-14 23:51:15,Robotics,Intermediate,Control Systems
U0175,I0054,quiz,started,,88,mobile,hard,Electronics,2025-08-14 12:34:43,Robotics,Basic,Introduction to Robotics
U0172,I0073,assignment,skipped,,0,mobile,medium,Python,2025-02-01 13:50:28,Electronics,Intermediate,Microcontrollers and Programming
U0005,I0101,course,skipped,,0,mobile,medium,Python,2025-09-24 12:22:39,Robotics,Intermediate,Control Systems
U0106,I0108,course,attempted,2.0,1587,mobile,hard,Math,2025-09-30 12:43:14,Robotics,Basic,Introduction to Robotics
U0148,I0088,video,skipped,,0,mobile,hard,AI,2025-02-20 18:01:42,Python,Basic,Introduction to Python
U0167,I0114,reading,viewed,,1723,web,medium,Math,2025-04-03 16:24:01,Statistics,Intermediate,Probability Distributions
U0150,I0015,course,viewed,,1471,mobile,medium,Robotics,2025-07-15 13:13:21,Statistics,Intermediate,Probability Distributions
U0097,I0124,assignment,viewed,,558,web,easy,Electronics,2025-06-25 08:00:16,Math,Basic,Number Systems and Arithmetic
U0157,I0061,video,viewed,,1551,mobile,medium,Data Science,2025-11-03 09:26:27,Robotics,Intermediate,Control Systems
U0025,I0022,video,attempted,3.0,1438,web,easy,Statistics,2025-02-26 06:03:21,Electronics,Intermediate,Digital Electronics
U0087,I0117,video,completed,5.0,1890,mobile,easy,Math,2025-05-26 22:48:56,Robotics,Intermediate,Kinematics and Dynamics
U0077,I0021,reading,started,,1793,web,hard,Electronics,2025-07-18 04:13:39,Robotics,Intermediate,Control Systems
U0074,I0121,video,viewed,,1509,mobile,medium,Math,2025-10-16 07:01:44,Electronics,Basic,Basic Circuit Components
U0005,I0114,reading,started,,947,web,hard,Robotics,2025-07-15 23:29:44,Robotics,Intermediate,Control Systems
U0078,I0112,assignment,skipped,,0,mobile,medium,Data Science,2025-01-30 16:27:22,AI,Intermediate,Machine Learning Algorithms
U0145,I0095,quiz,attempted,5.0,1893,mobile,easy,Math,2025-02-16 13:15:04,Python,Basic,Control Flow and Loops
U0162,I0071,video,viewed,,1910,mobile,hard,Statistics,2025-09-02 05:02:14,Statistics,Intermediate,Probability Distributions
U0018,I0038,quiz,viewed,,756,web,hard,Electronics,2025-02-18 01:21:21,AI,Basic,Introduction to AI Concepts
U0150,I0060,course,skipped,,0,web,medium,Python,2025-05-05 17:54:48,Python,Basic,Variables and Data Types
U0171,I0013,quiz,viewed,,504,mobile,easy,Math,2025-05-18 22:29:38,Statistics,Basic,Descriptive Statistics
U0077,I0120,assignment,viewed,,1784,web,easy,AI,2025-09-23 00:00:03,Statistics,Intermediate,Hypothesis Testing
U0192,I0138,reading,skipped,,0,web,hard,Robotics,2025-12-12 22:51:00,Math,Basic,Number Systems and Arithmetic
U0159,I0099,course,viewed,,860,mobile,easy,Statistics,2025-10-09 04:07:31,Robotics,Intermediate,Control Systems
U0176,I0036,video,viewed,,274,mobile,medium,Data Science,2025-07-23 09:05:26,Robotics,Intermediate,Control Systems
U0178,I0036,quiz,skipped,,0,web,hard,Robotics,2025-03-06 01:36:27,Statistics,Intermediate,Probability Distributions
U0099,I0021,course,started,,248,web,easy,Robotics,2025-07-04 08:53:41,AI,Intermediate,Neural Networks Basics
U0184,I0052,assignment,viewed,,87,mobile,hard,Statistics,2025-06-15 15:12:46,Robotics,Basic,Introduction to Robotics
U0063,I0043,assignment,viewed,,1311,web,hard,AI,2025-06-20 11:18:05,AI,Basic,Introduction to AI Concepts
U0020,I0088,reading,skipped,,0,web,hard,AI,2025-06-04 20:03:30,Statistics,Intermediate,Hypothesis Testing
U0036,I0048,assignment,skipped,,0,web,hard,Math,2025-01-14 05:53:26,Electronics,Basic,Basic Circuit Components
U0126,I0011,assignment,attempted,4.0,1353,mobile,easy,Python,2025-01-21 18:29:04,Robotics,Basic,Introduction to Robotics
U0161,I0143,course,started,,1465,web,easy,Data Science,2025-02-05 09:21:00,Electronics,Intermediate,Microcontrollers and Programming
U0132,I0039,quiz,attempted,4.0,1073,web,medium,Math,2025-11-21 14:03:04,Python,Basic,Control Flow and Loops
U0035,I0141,quiz,started,,1727,web,hard,Statistics,2025-06-06 04:12:56,Math,Basic,Number Systems and Arithmetic
U0193,I0124,quiz,viewed,,1572,web,hard,Robotics,2025-01-21 16:55:43,Statistics,Basic,Descriptive Statistics
U0187,I0034,assignment,viewed,,500,mobile,hard,Python,2025-07-03 00:36:16,Robotics,Intermediate,Control Systems
U0180,I0121,assignment,viewed,,66,mobile,easy,Statistics,2025-09-07 01:59:23,Statistics,Intermediate,Probability Distributions
U0121,I0008,quiz,skipped,,0,web,easy,Statistics,2025-04-25 16:52:23,Statistics,Intermediate,Hypothesis Testing
U0138,I0002,video,started,,377,web,easy,Statistics,2025-04-03 18:45:59,Statistics,Basic,Descriptive Statistics
U0133,I0108,reading,started,,922,web,hard,AI,2025-03-16 04:16:18,Statistics,Intermediate,Probability Distributions
U0114,I0119,video,viewed,,1721,web,easy,Robotics,2025-02-14 16:52:28,Electronics,Intermediate,Digital Electronics
U0029,I0008,quiz,completed,5.0,1409,mobile,medium,Math,2025-10-27 03:27:18,Electronics,Intermediate,Microcontrollers and Programming
U0013,I0113,course,started,,1214,web,hard,Math,2025-04-04 18:12:33,Statistics,Intermediate,Probability Distributions
U0109,I0100,quiz,started,,1117,web,hard,Python,2025-07-21 17:36:05,Robotics,Intermediate,Control Systems
U0146,I0083,reading,completed,1.0,662,mobile,medium,Python,2025-03-08 03:59:28,Robotics,Intermediate,Kinematics and Dynamics
U0041,I0060,course,skipped,,0,mobile,hard,Robotics,2025-05-23 21:33:39,Electronics,Intermediate,Microcontrollers and Programming
U0042,I0017,quiz,skipped,,0,web,easy,Statistics,2025-06-21 12:44:59,Statistics,Intermediate,Hypothesis Testing
U0199,I0023,reading,completed,1.0,1260,web,medium,Python,2025-04-19 21:00:08,Python,Basic,Control Flow and Loops
U0147,I0011,course,completed,3.0,551,web,easy,Python,2025-01-24 07:34:49,Python,Basic,Control Flow and Loops
U0042,I0052,quiz,attempted,3.0,598,mobile,hard,Statistics,2025-05-17 00:26:56,Robotics,Intermediate,Kinematics and Dynamics
U0070,I0149,reading,viewed,,350,mobile,medium,Electronics,2025-10-10 13:43:31,AI,Intermediate,Machine Learning Algorithms
U0045,I0095,assignment,completed,4.0,831,mobile,easy,Robotics,2025-11-29 10:10:41,Python,Basic,Introduction to Python
U0176,I0022,assignment,completed,3.0,514,mobile,hard,Python,2025-09-16 15:28:15,Robotics,Basic,Introduction to Robotics
U0030,I0087,video,attempted,4.0,124,web,easy,Statistics,2025-03-24 21:16:01,Electronics,Intermediate,Digital Electronics
U0032,I0004,reading,attempted,1.0,479,mobile,medium,Electronics,2025-05-29 15:28:43,Math,Basic,Number Systems and Arithmetic
U0142,I0111,reading,skipped,,0,web,easy,Python,2025-09-01 02:26:33,Electronics,Intermediate,Microcontrollers and Programming
U0029,I0018,quiz,skipped,,0,web,medium,Math,2025-09-08 14:11:39,Math,Basic,Number Systems and Arithmetic
U0187,I0095,video,started,,1211,web,hard,Python,2025-01-23 05:56:13,Python,Basic,Control Flow and Loops
U0055,I0082,course,attempted,4.0,351,mobile,hard,Robotics,2025-07-23 13:09:01,Python,Basic,Introduction to Python
U0076,I0053,reading,viewed,,1426,web,hard,Math,2025-08-13 08:51:16,Python,Basic,Control Flow and Loops
U0064,I0079,quiz,skipped,,0,web,medium,Statistics,2025-04-28 07:10:05,Python,Basic,Variables and Data Types
U0112,I0055,quiz,attempted,1.0,363,mobile,hard,Statistics,2025-08-20 14:49:05,Robotics,Basic,Introduction to Robotics
U0157,I0139,assignment,started,,750,mobile,hard,Statistics,2025-07-22 14:35:48,Math,Basic,Number Systems and Arithmetic
U0058,I0112,reading,viewed,,1419,web,easy,Electronics,2025-01-13 10:48:28,Electronics,Basic,Basic Circuit Components
U0177,I0028,quiz,started,,1827,mobile,easy,Statistics,2025-03-21 17:41:02,Robotics,Basic,Introduction to Robotics
U0131,I0134,course,skipped,,0,mobile,easy,AI,2025-10-25 01:29:32,Math,Intermediate,Linear Algebra
U0061,I0033,quiz,completed,5.0,1470,web,hard,Math,2025-08-21 16:08:43,AI,Intermediate,Machine Learning Algorithms
U0017,I0040,quiz,viewed,,1714,mobile,medium,Electronics,2025-01-30 10:07:05,Electronics,Basic,Basic Circuit Components
U0163,I0065,quiz,viewed,,621,mobile,easy,Data Science,2025-02-21 21:44:07,Math,Intermediate,Linear Algebra
U0061,I0076,course,skipped,,0,web,medium,Math,2025-07-02 04:46:22,Electronics,Basic,Basic Circuit Components
U0105,I0041,reading,viewed,,797,mobile,medium,Robotics,2025-04-28 15:47:21,Math,Basic,Algebra Fundamentals
U0097,I0097,course,completed,4.0,80,mobile,hard,Statistics,2025-11-01 00:02:32,Math,Basic,Algebra Fundamentals
U0130,I0095,assignment,viewed,,444,mobile,easy,AI,2025-04-06 07:57:53,Python,Basic,Introduction to Python
U0183,I0057,assignment,started,,1678,mobile,hard,Math,2025-10-24 04:38:26,AI,Intermediate,Machine Learning Algorithms
U0171,I0105,reading,started,,848,web,hard,Math,2025-11-03 01:29:33,Robotics,Intermediate,Kinematics and Dynamics
U0104,I0027,quiz,completed,5.0,359,mobile,hard,Electronics,2025-01-21 04:52:08,Electronics,Intermediate,Microcontrollers and Programming
U0168,I0113,course,skipped,,0,mobile,medium,Data Science,2025-02-25 04:49:28,Python,Basic,Introduction to Python
U0061,I0096,course,completed,2.0,1133,web,easy,Python,2025-03-11 23:32:15,AI,Basic,Introduction to AI Concepts
U0003,I0006,course,skipped,,0,web,easy,Statistics,2025-06-11 07:40:29,Math,Basic,Number Systems and Arithmetic
U0044,I0059,quiz,viewed,,974,mobile,medium,Statistics,2025-05-23 19:42:30,Statistics,Basic,Descriptive Statistics
U0096,I0010,course,skipped,,0,web,easy,Robotics,2025-12-07 05:00:50,Electronics,Basic,Basic Circuit Components
U0182,I0025,course,viewed,,1466,mobile,hard,Electronics,2025-02-22 12:29:50,Math,Basic,Algebra Fundamentals
U0085,I0051,assignment,completed,2.0,756,web,hard,AI,2025-11-02 09:51:43,Math,Basic,Algebra Fundamentals
U0187,I0133,quiz,completed,5.0,1400,mobile,medium,Statistics,2025-09-30 04:18:37,Python,Basic,Control Flow and Loops
U0171,I0145,assignment,completed,5.0,193,mobile,easy,Statistics,2025-09-08 13:27:52,Statistics,Basic,Descriptive Statistics
U0057,I0065,reading,completed,5.0,1598,web,hard,Python,2025-04-07 03:04:12,Python,Basic,Variables and Data Types
U0112,I0020,video,viewed,,1697,mobile,hard,Data Science,2025-03-16 01:15:07,Statistics,Basic,Descriptive Statistics
U0135,I0014,assignment,completed,1.0,299,web,hard,Statistics,2025-05-12 16:25:43,Robotics,Intermediate,Kinematics and Dynamics
U0166,I0037,video,skipped,,0,mobile,medium,Electronics,2025-09-24 20:26:58,Math,Basic,Algebra Fundamentals
U0052,I0011,course,started,,1652,mobile,hard,Data Science,2025-12-03 22:13:31,Statistics,Intermediate,Hypothesis Testing
U0016,I0025,quiz,attempted,1.0,64,web,medium,Math,2025-05-19 16:12:12,Statistics,Intermediate,Hypothesis Testing
U0178,I0124,video,skipped,,0,mobile,hard,AI,2025-10-06 09:12:06,Python,Basic,Introduction to Python
U0068,I0106,assignment,completed,1.0,1320,mobile,medium,AI,2025-09-27 08:57:20,Electronics,Intermediate,Microcontrollers and Programming
U0057,I0094,quiz,started,,215,mobile,hard,Statistics,2025-11-07 10:17:32,AI,Basic,Introduction to AI Concepts
U0195,I0141,quiz,started,,1507,mobile,hard,Math,2025-02-11 10:40:12,Robotics,Basic,Introduction to Robotics
U0106,I0116,course,completed,5.0,926,mobile,medium,Robotics,2025-07-23 04:40:36,Electronics,Intermediate,Digital Electronics
U0187,I0027,video,skipped,,0,web,medium,Data Science,2025-11-10 05:34:57,Robotics,Intermediate,Control Systems
U0051,I0104,course,attempted,2.0,1124,mobile,medium,Robotics,2025-04-28 10:52:59,Python,Basic,Control Flow and Loops
U0115,I0065,course,attempted,5.0,710,mobile,medium,AI,2025-01-07 07:03:32,Robotics,Basic,Introduction to Robotics
U0134,I0066,assignment,skipped,,0,mobile,hard,Python,2025-08-16 20:55:53,Electronics,Intermediate,Digital Electronics
U0019,I0015,quiz,skipped,,0,mobile,easy,Data Science,2025-10-07 17:44:23,Math,Intermediate,Linear Algebra
U0186,I0079,video,skipped,,0,web,easy,Statistics,2025-11-23 02:12:22,Robotics,Intermediate,Kinematics and Dynamics
U0179,I0082,assignment,viewed,,931,web,easy,Python,2025-09-09 04:12:19,AI,Intermediate,Neural Networks Basics
U0174,I0108,reading,started,,323,mobile,easy,Math,2025-03-15 09:58:30,Python,Basic,Introduction to Python
U0026,I0007,video,attempted,3.0,1592,web,easy,Electronics,2025-02-05 13:16:20,Python,Basic,Introduction to Python
U0184,I0134,assignment,started,,1630,mobile,hard,Electronics,2025-04-20 20:27:51,Statistics,Intermediate,Hypothesis Testing
U0105,I0138,course,completed,4.0,157,web,medium,Statistics,2025-03-05 23:12:53,Electronics,Intermediate,Microcontrollers and Programming
U0144,I0106,reading,viewed,,1039,mobile,easy,Statistics,2025-03-27 10:27:28,Python,Basic,Control Flow and Loops
U0085,I0100,reading,attempted,3.0,158,web,medium,Electronics,2025-06-06 21:42:12,Robotics,Basic,Introduction to Robotics
U0106,I0075,quiz,attempted,4.0,645,mobile,easy,Robotics,2025-02-26 07:44:10,Math,Basic,Number Systems and Arithmetic
U0160,I0061,course,skipped,,0,mobile,hard,Python,2025-02-05 08:46:03,AI,Basic,Introduction to AI Concepts
U0005,I0133,course,skipped,,0,web,medium,Data Science,2025-04-07 10:01:55,Electronics,Intermediate,Microcontrollers and Programming
U0162,I0104,assignment,completed,4.0,243,mobile,medium,Python,2025-03-13 22:24:09,Electronics,Intermediate,Digital Electronics
U0132,I0127,course,started,,650,mobile,hard,AI,2025-11-15 20:25:05,Electronics,Intermediate,Digital Electronics
U0131,I0132,quiz,completed,2.0,1272,web,hard,Data Science,2025-11-01 18:59:52,AI,Intermediate,Neural Networks Basics
U0198,I0068,assignment,skipped,,0,mobile,medium,Electronics,2025-11-10 03:35:59,AI,Intermediate,Neural Networks Basics
U0047,I0117,course,viewed,,298,web,medium,Robotics,2025-12-04 20:58:37,Robotics,Intermediate,Kinematics and Dynamics
U0132,I0062,video,started,,145,web,medium,Statistics,2025-05-18 06:36:35,Statistics,Intermediate,Hypothesis Testing
U0047,I0138,reading,started,,1614,mobile,easy,Python,2025-02-04 01:32:52,Statistics,Intermediate,Hypothesis Testing
U0092,I0078,reading,started,,579,web,easy,Statistics,2025-06-02 01:54:30,Statistics,Intermediate,Probability Distributions
U0186,I0091,assignment,viewed,,396,mobile,easy,Math,2025-03-15 12:16:56,AI,Basic,Introduction to AI Concepts
U0187,I0044,quiz,completed,4.0,817,web,medium,Data Science,2025-05-30 06:28:13,Electronics,Basic,Basic Circuit Components
U0094,I0076,assignment,started,,1915,web,hard,AI,2025-09-24 06:02:11,Python,Basic,Control Flow and Loops
U0144,I0133,reading,completed,2.0,311,mobile,medium,Statistics,2025-01-03 00:04:18,Statistics,Basic,Descriptive Statistics
U0077,I0125,video,started,,176,mobile,medium,AI,2025-02-04 12:12:23,Math,Intermediate,Linear Algebra
U0086,I0055,video,attempted,1.0,355,mobile,medium,Python,2025-10-23 18:42:01,Math,Basic,Algebra Fundamentals
U0011,I0106,reading,started,,1034,web,medium,Math,2025-04-08 07:20:57,Electronics,Basic,Basic Circuit Components
U0062,I0019,video,attempted,3.0,1057,mobile,medium,Math,2025-03-16 21:34:11,Robotics,Basic,Introduction to Robotics
U0133,I0027,quiz,completed,2.0,1737,web,medium,AI,2025-08-27 06:19:59,Electronics,Basic,Basic Circuit Components
U0074,I0037,assignment,completed,3.0,263,web,medium,Robotics,2025-01-22 22:07:17,Robotics,Basic,Introduction to Robotics
U0092,I0037,course,skipped,,0,mobile,medium,Data Science,2025-04-11 16:52:04,Statistics,Intermediate,Probability Distributions
U0077,I0120,reading,started,,27,mobile,easy,Math,2025-12-05 19:19:16,Statistics,Intermediate,Hypothesis Testing
U0173,I0099,video,skipped,,0,mobile,easy,Statistics,2025-01-19 04:29:01,Math,Intermediate,Linear Algebra
U0157,I0140,assignment,attempted,2.0,685,web,hard,Robotics,2025-11-16 22:15:47,Electronics,Intermediate,Microcontrollers and Programming
U0054,I0050,course,completed,3.0,748,mobile,easy,AI,2025-08-25 22:44:58,Statistics,Basic,Descriptive Statistics
U0186,I0056,video,viewed,,193,web,easy,Math,2025-06-22 08:14:37,Robotics,Intermediate,Kinematics and Dynamics
U0145,I0107,quiz,viewed,,456,web,hard,Robotics,2025-07-10 15:56:09,Electronics,Intermediate,Microcontrollers and Programming
U0006,I0136,video,attempted,2.0,277,web,easy,Electronics,2025-01-22 02:32:00,Math,Basic,Algebra Fundamentals
U0023,I0016,quiz,attempted,4.0,408,mobile,easy,Math,2025-09-26 16:25:29,Python,Basic,Introduction to Python
U0015,I0139,assignment,skipped,,0,mobile,medium,Statistics,2025-08-19 00:06:48,AI,Intermediate,Neural Networks Basics
U0160,I0110,quiz,started,,1366,mobile,medium,Data Science,2025-02-03 03:00:29,Python,Basic,Introduction to Python
U0167,I0051,course,viewed,,648,web,easy,Python,2025-04-27 22:51:18,Math,Basic,Algebra Fundamentals
U0004,I0145,reading,viewed,,1381,mobile,medium,Python,2025-09-23 04:27:14,Python,Basic,Introduction to Python
U0020,I0109,assignment,viewed,,1482,web,easy,AI,2025-04-03 14:24:42,Statistics,Intermediate,Probability Distributions
U0170,I0130,course,started,,1914,mobile,easy,Electronics,2025-03-02 09:22:52,AI,Basic,Introduction to AI Concepts
U0161,I0029,quiz,completed,2.0,116,mobile,medium,AI,2025-06-04 04:24:45,Electronics,Basic,Basic Circuit Components
U0105,I0057,video,viewed,,852,web,easy,Data Science,2025-07-15 23:53:29,AI,Intermediate,Machine Learning Algorithms
U0090,I0061,video,viewed,,848,web,hard,Statistics,2025-01-04 05:54:41,Electronics,Basic,Basic Circuit Components
U0008,I0088,quiz,started,,1574,web,easy,AI,2025-07-31 08:45:11,Robotics,Basic,Introduction to Robotics
U0186,I0030,video,viewed,,148,web,easy,AI,2025-07-31 14:19:22,AI,Intermediate,Machine Learning Algorithms
U0008,I0106,reading,skipped,,0,web,hard,Electronics,2025-07-28 02:25:22,Robotics,Basic,Introduction to Robotics
U0027,I0127,assignment,viewed,,299,mobile,easy,Data Science,2025-10-24 20:29:20,AI,Intermediate,Neural Networks Basics
U0158,I0042,course,completed,4.0,1740,mobile,medium,Electronics,2025-06-05 09:26:22,Statistics,Intermediate,Probability Distributions
U0054,I0115,course,completed,2.0,1642,mobile,easy,Math,2025-10-25 17:37:23,Python,Basic,Introduction to Python
U0192,I0101,course,viewed,,481,mobile,medium,Math,2025-05-28 17:41:26,Robotics,Intermediate,Kinematics and Dynamics
U0109,I0085,assignment,viewed,,818,web,medium,Electronics,2025-02-02 08:55:24,Statistics,Intermediate,Probability Distributions
U0111,I0018,video,attempted,2.0,1721,web,medium,Math,2025-08-29 02:14:21,Math,Basic,Number Systems and Arithmetic
U0040,I0026,reading,viewed,,1956,mobile,easy,Electronics,2025-01-16 07:01:32,Electronics,Basic,Basic Circuit Components
U0029,I0085,course,attempted,5.0,1145,web,easy,Python,2025-11-29 11:46:48,Robotics,Intermediate,Control Systems
U0198,I0003,assignment,attempted,2.0,967,mobile,hard,Robotics,2025-04-10 23:15:22,Python,Basic,Introduction to Python
U0103,I0095,assignment,completed,2.0,410,mobile,hard,Data Science,2025-03-18 10:37:19,Robotics,Basic,Introduction to Robotics
U0038,I0078,quiz,completed,4.0,345,mobile,easy,Python,2025-10-14 03:21:31,Robotics,Intermediate,Control Systems
U0122,I0022,video,started,,897,mobile,hard,Python,2025-01-18 03:58:19,AI,Intermediate,Machine Learning Algorithms
U0116,I0005,assignment,viewed,,1436,web,medium,Robotics,2025-08-20 03:37:55,AI,Intermediate,Machine Learning Algorithms
U0121,I0096,course,skipped,,0,web,easy,Statistics,2025-10-27 00:08:39,Robotics,Intermediate,Control Systems
U0048,I0130,course,skipped,,0,mobile,easy,Python,2025-09-25 06:15:41,Math,Intermediate,Linear Algebra
U0002,I0126,course,skipped,,0,mobile,hard,Electronics,2025-08-30 12:49:04,Robotics,Intermediate,Control Systems
U0097,I0082,reading,completed,4.0,1459,web,medium,Robotics,2025-10-02 11:51:41,AI,Intermediate,Machine Learning Algorithms
U0075,I0098,reading,started,,48,mobile,easy,Robotics,2025-08-08 03:17:18,Electronics,Basic,Basic Circuit Components
U0133,I0131,assignment,viewed,,1487,web,easy,Python,2025-01-03 03:40:18,Statistics,Intermediate,Hypothesis Testing
U0086,I0081,video,started,,357,mobile,easy,Robotics,2025-12-12 00:50:05,Math,Basic,Algebra Fundamentals
U0135,I0139,assignment,completed,5.0,1889,mobile,medium,Math,2025-12-02 03:51:18,Electronics,Intermediate,Microcontrollers and Programming
U0005,I0026,reading,skipped,,0,mobile,hard,Math,2025-10-27 17:21:15,Python,Basic,Introduction to Python
U0110,I0106,assignment,started,,749,mobile,hard,Data Science,2025-07-22 15:10:19,AI,Basic,Introduction to AI Concepts
U0113,I0042,quiz,viewed,,271,mobile,hard,Math,2025-01-28 03:10:15,AI,Intermediate,Neural Networks Basics
U0158,I0003,quiz,completed,4.0,30,mobile,easy,Data Science,2025-12-08 07:05:37,Statistics,Basic,Descriptive Statistics
U0148,I0075,assignment,viewed,,1279,web,easy,Python,2025-08-10 01:06:38,Electronics,Intermediate,Microcontrollers and Programming
U0109,I0016,reading,attempted,1.0,421,mobile,medium,AI,2025-05-05 12:11:44,Python,Basic,Introduction to Python
U0032,I0145,course,viewed,,1259,web,easy,Electronics,2025-03-07 03:03:22,Electronics,Intermediate,Digital Electronics
U0016,I0096,course,completed,5.0,177,web,hard,Math,2025-02-21 16:22:44,Python,Basic,Introduction to Python
U0123,I0133,assignment,skipped,,0,mobile,medium,Data Science,2025-11-12 15:25:32,Robotics,Basic,Introduction to Robotics
U0067,I0082,reading,completed,2.0,1235,mobile,easy,Electronics,2025-08-22 10:24:16,Statistics,Intermediate,Probability Distributions
U0106,I0056,quiz,attempted,1.0,1509,web,hard,Robotics,2025-03-16 23:33:46,Python,Basic,Introduction to Python
U0062,I0067,quiz,completed,4.0,1669,mobile,easy,Statistics,2025-11-13 21:27:19,Statistics,Intermediate,Probability Distributions
U0125,I0114,course,started,,908,mobile,hard,Robotics,2025-06-06 21:40:55,Electronics,Intermediate,Microcontrollers and Programming
U0012,I0097,reading,completed,2.0,706,web,medium,Statistics,2025-08-07 17:30:48,Electronics,Intermediate,Digital Electronics
U0004,I0080,assignment,skipped,,0,web,hard,Python,2025-09-15 05:07:17,Math,Basic,Algebra Fundamentals
U0200,I0101,quiz,skipped,,0,mobile,easy,Data Science,2025-02-16 18:35:40,AI,Intermediate,Machine Learning Algorithms
U0132,I0056,reading,started,,517,web,hard,AI,2025-02-04 20:49:03,Statistics,Basic,Descriptive Statistics
U0073,I0118,video,attempted,4.0,964,mobile,medium,Electronics,2025-05-21 14:43:02,Robotics,Basic,Introduction to Robotics
U0103,I0080,quiz,attempted,5.0,1072,web,medium,Math,2025-03-14 08:34:18,Electronics,Intermediate,Microcontrollers and Programming
U0157,I0043,assignment,completed,3.0,127,mobile,easy,Math,2025-03-04 04:32:23,Robotics,Intermediate,Kinematics and Dynamics
U0060,I0114,quiz,skipped,,0,web,hard,Python,2025-02-15 10:43:48,Python,Basic,Control Flow and Loops
U0158,I0116,assignment,viewed,,1422,web,hard,Data Science,2025-06-18 18:27:01,Robotics,Intermediate,Kinematics and Dynamics
U0154,I0121,quiz,viewed,,1711,web,medium,Robotics,2025-07-18 19:10:25,AI,Basic,Introduction to AI Concepts
U0074,I0013,assignment,attempted,1.0,1595,web,medium,Robotics,2025-09-06 01:16:18,Math,Basic,Number Systems and Arithmetic
U0010,I0067,quiz,attempted,2.0,1723,mobile,easy,Data Science,2025-06-17 07:24:51,Statistics,Intermediate,Hypothesis Testing
U0106,I0115,assignment,viewed,,264,mobile,easy,AI,2025-01-11 16:17:22,Robotics,Basic,Introduction to Robotics
U0171,I0019,video,viewed,,1893,mobile,hard,Robotics,2025-09-21 10:34:35,Statistics,Intermediate,Probability Distributions
U0090,I0087,assignment,skipped,,0,web,medium,Python,2025-06-25 19:59:49,AI,Basic,Introduction to AI Concepts
U0040,I0052,assignment,completed,5.0,1266,web,easy,Data Science,2025-10-13 05:20:43,Electronics,Intermediate,Microcontrollers and Programming
U0087,I0112,assignment,viewed,,990,mobile,easy,Robotics,2025-02-11 13:40:32,Python,Basic,Variables and Data Types
U0031,I0072,video,attempted,5.0,909,mobile,hard,Python,2025-07-19 12:00:47,AI,Intermediate,Machine Learning Algorithms
U0003,I0076,reading,viewed,,1260,mobile,hard,Math,2025-08-22 13:42:42,Statistics,Basic,Descriptive Statistics
U0169,I0113,reading,skipped,,0,web,medium,Data Science,2025-06-03 16:53:43,Statistics,Intermediate,Hypothesis Testing
U0030,I0145,quiz,completed,1.0,1845,mobile,medium,Data Science,2025-01-22 16:03:58,AI,Intermediate,Neural Networks Basics
